order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
179140,311945,Mr. Ricky Phillips,645888,Vitamins,Health & Personal Care,Cards,691,132.49,2024-02-19 03:48,Germany,Stuttgart,www.tatacliq.com,89a59dcf,N,Invalid CVV.
709497,770984,Vanessa Garcia,718241,Board Game,Toys & Games,InternetBanking,316,292.68,2023-12-05 20:48,Germany,Hamburg,www.ebay.in,ba506053,Y,N/A
860369,73,Christopher Mcclain,272295,Gel Pen,pen,UPI,1000,5000.0,2024-04-24 15:38,UK,Birmingham,www.amazon.com,5d0a27d5,N,Invalid CVV.
133721,432885,Julia Holland,933941,Action Figure,Toys & Games,InternetBanking,22,17.95,2024-01-17 01:41,UK,London,www.tatacliq.com,5fb0e0e0,Y,N/A
679688,703210,Jennifer Wilson,924205,Gel Pen,pen,Wallet,597,900.53,2023-10-29 00:48,UK,Oxford,www.flipkart.com,53b9124b,Y,N/A
470853,307164,Steven Mcdowell,234081,Mobile,Electronics,UPI,81,756.74,2024-04-29 16:50,India,Delhi,www.snapdeal.com,79bfd671,N,Invalid CVV.
617676,876303,Lisa Wright,368064,Shirt,Clothing,Wallet,466,827.74,2024-08-03 22:50,India,Kolkata,www.flipkart.com,aff13dab,N,Invalid CVV.
999676,393629,Jeremy Payne,436680,Printer,Office Products,Cards,333,534.44,2024-04-12 06:37,Germany,Hamburg,www.ebay.in,107fa795,N,Invalid CVV.
373460,428229,Thomas Moon,358337,Pen,Office Products,UPI,7,494.09,2023-11-08 11:25,India,Mumbai,www.tatacliq.com,70843c20,N,Invalid CVV.
818526,666923,Karen Gregory,960047,Graphite Pencil,pencil,Wallet,173,117.41,2024-08-06 17:16,Germany,Berlin,www.ebay.in,aa08c9d6,N,Invalid CVV.
189529,67797,Lauren Johnson,57796,Action Figure,Toys & Games,Wallet,645,467.37,2023-10-28 17:01,USA,Houston,www.flipkart.com,7bdcc55a,Y,N/A
465332,646870,Rebecca Rodriguez,398447,Face Wash,Health & Personal Care,InternetBanking,472,212.95,2024-08-16 11:48,India,Chennai,www.flipkart.com,240566f3,Y,N/A
533558,771325,Michael Gregory,584277,Car Tire,Automotive,InternetBanking,194,632.01,2024-07-18 05:55,Germany,Berlin,www.tatacliq.com,ea5faad9,Y,N/A
73109,369324,Jennifer Good,136616,Puzzle,Toys & Games,Wallet,175,436.67,2024-09-27 00:45,Germany,Stuttgart,www.amazon.com,14a5e058,Y,N/A
10185,804214,Mike Landry,794481,Camera,Electronics,UPI,460,76.72,2023-11-07 20:45,India,Mumbai,www.amazon.com,66f8a592,Y,N/A
849319,228414,Bradley Garcia,687651,Gel Pen,pen,UPI,331,691.09,2024-02-25 04:17,UK,London,www.flipkart.com,34c505e4,N,Invalid CVV.
342814,987203,Jose Reed,71633,Face Wash,Health & Personal Care,Cards,800,874.73,2024-02-26 16:22,India,Kolkata,www.flipkart.com,4f804220,N,Invalid CVV.
317044,626292,Julie Wong,706459,Graphite Pencil,pencil,Cards,724,122.48,2024-05-11 19:35,USA,Boston,www.amazon.com,a4e8f7da,Y,N/A
404678,170310,Scott Rollins,23990,Headlights,Automotive,InternetBanking,276,778.58,2024-05-30 04:07,UK,Birmingham,www.snapdeal.com,23398911,N,Invalid CVV.
425528,852747,Lynn Castro,373909,Yoga Mat,Sports & Outdoors,Wallet,468,704.83,2024-08-01 18:21,UK,Birmingham,www.snapdeal.com,e59a2ef7,Y,N/A
976864,107571,Debra Mosley,910645,Mechanical Pencil,pencil,InternetBanking,744,730.0,2024-05-05 17:05,UK,Manchester,www.snapdeal.com,9263c39d,Y,N/A
756934,89632,Joshua Love,650150,Vitamins,Health & Personal Care,Wallet,474,457.87,2023-10-27 08:33,USA,Los Angeles,www.tatacliq.com,7ae19ff6,N,Invalid CVV.
109456,853748,Karen Miller,776543,Printer,Office Products,Wallet,578,160.55,2024-01-15 10:41,UK,London,www.tatacliq.com,df1d78c2,N,Invalid CVV.
67907,230282,Andrew Lopez,585434,T-shirt,Clothing,UPI,1000,5000.0,2024-05-22 21:24,Germany,Munich,www.tatacliq.com,41d97241,Y,N/A
849107,6638,Katherine Mckenzie,646103,Pen,Office Products,InternetBanking,279,186.77,2024-09-19 03:10,India,Chennai,www.snapdeal.com,10eb43f7,N,Invalid CVV.
26096,477670,Brittany Hinton,149254,Foundation,Beauty & Personal Care,Wallet,965,259.17,2024-10-01 16:21,Germany,Munich,www.amazon.com,034436f5,Y,N/A
604865,347284,Mrs. Victoria Lawson,90448,Ball Pen,pen,UPI,309,476.43,2024-07-22 15:49,UK,Birmingham,www.ebay.in,87caf24b,N,Invalid CVV.
825992,6515,Brian Mcguire,478634,E-book,Books,Cards,370,545.96,2023-10-27 23:45,Germany,Munich,www.tatacliq.com,bffc265b,N,Invalid CVV.
893171,829004,Tiffany Lee,897725,Board Game,Toys & Games,Cards,214,249.72,2024-09-26 22:39,UK,London,www.ebay.in,7a8eecbc,Y,N/A
389680,943392,Anthony Delgado,246002,Foundation,Beauty & Personal Care,Cards,534,715.72,2024-08-16 12:22,Germany,Berlin,www.tatacliq.com,a03293a7,Y,N/A
948282,908112,Jonathan Burns,835816,Puzzle,Toys & Games,Cards,866,477.79,2023-10-16 23:52,India,Bengaluru,www.flipkart.com,5d76c456,Y,N/A
286404,385155,Renee Jones,769162,Car Tire,Automotive,UPI,35,593.77,2023-12-31 08:34,Germany,Berlin,www.amazon.com,fa99cc4f,N,Invalid CVV.
168881,454533,Drew Zimmerman,428557,Puzzle,Toys & Games,Cards,70,277.17,2024-04-03 00:35,USA,Boston,www.flipkart.com,8e633ed2,Y,N/A
508572,21734,James Nichols,849038,Hair Dryer,Beauty & Personal Care,UPI,683,625.98,2024-08-16 11:18,USA,Boston,www.flipkart.com,fd8a4560,Y,N/A
258352,717856,Eric Jackson,266630,Lipstick,Beauty & Personal Care,Wallet,232,58.53,2024-04-12 23:31,USA,Houston,www.snapdeal.com,f650993a,N,Invalid CVV.
974963,538145,Anne Haynes,438177,Football,Sports & Outdoors,UPI,882,255.87,2024-03-21 20:05,India,Bengaluru,www.ebay.in,7812bb82,Y,N/A
184454,360509,John Thompson,764619,Car Tire,Automotive,Wallet,256,522.69,2023-12-31 10:53,Germany,Frankfurt,www.ebay.in,69c8362e,N,Invalid CVV.
805557,54345,Mark Sanders,909203,Shampoo,Health & Personal Care,InternetBanking,530,971.23,2023-11-09 19:18,UK,Leeds,www.amazon.com,8eab318f,N,Invalid CVV.
654983,737748,Lisa Thompson,882354,Foundation,Beauty & Personal Care,UPI,143,837.93,2024-06-17 23:26,India,Mumbai,www.snapdeal.com,a8763731,Y,N/A
975842,185262,Maxwell Hensley,574389,Hair Dryer,Beauty & Personal Care,Cards,257,16.27,2024-06-19 08:40,USA,Los Angeles,www.tatacliq.com,dbdc7305,Y,N/A
547016,996001,Scott Oconnell,430346,Furniture,Home & Kitchen,InternetBanking,388,92.29,2023-12-09 03:33,Germany,Hamburg,www.ebay.in,44bab1e0,Y,N/A
53799,487313,Joann Conner,349897,Lipstick,Beauty & Personal Care,Wallet,403,922.09,2024-04-22 15:44,Germany,Munich,www.ebay.in,a4f3df4d,N,Invalid CVV.
444548,437434,Nichole Alvarez,362600,Mechanical Pencil,pencil,UPI,477,920.97,2024-07-24 02:47,India,Kolkata,www.ebay.in,722fbbd7,N,Invalid CVV.
755333,196062,Kimberly Smith,172060,Hardcover,Books,Cards,175,812.07,2024-08-08 08:51,USA,Houston,www.amazon.com,4e0a18cc,N,Invalid CVV.
551552,244751,Nicole Barron,270097,Decor,Home & Kitchen,UPI,260,130.4,2024-02-29 19:03,USA,New York,www.ebay.in,686c0c57,Y,N/A
626466,241154,Amy Robertson,365819,Foundation,Beauty & Personal Care,UPI,228,862.72,2024-07-18 07:45,Germany,Hamburg,www.snapdeal.com,59050d72,Y,N/A
733493,623402,Michael Keller PhD,829499,Decor,Home & Kitchen,Wallet,372,816.97,2024-06-25 23:26,Germany,Hamburg,www.flipkart.com,e3862223,Y,N/A
561673,504886,Kimberly Edwards,369315,Car Tire,Automotive,UPI,809,831.07,2024-02-17 09:07,India,Delhi,www.ebay.in,bb52f66c,Y,N/A
237802,842714,Jessica Mccormick,392740,Football,Sports & Outdoors,InternetBanking,127,589.77,2024-09-18 06:34,UK,Leeds,www.ebay.in,98e66db3,N,Invalid CVV.
314258,562343,Sean Warren,677378,Camera,Electronics,InternetBanking,468,742.02,2024-07-20 10:00,UK,Oxford,www.amazon.com,18f40e1e,N,Invalid CVV.
546302,72879,Rebecca Roberts,734001,Paperback,Books,Wallet,369,751.48,2024-06-29 16:06,USA,Chicago,www.amazon.com,0ae20f11,Y,N/A
264468,880028,Henry Schmidt,730252,Pants,Clothing,UPI,117,99.34,2024-03-31 21:22,UK,Leeds,www.snapdeal.com,63803765,N,Invalid CVV.
733492,220155,Gregory Grant,908763,Ball Pen,pen,InternetBanking,786,833.96,2024-01-17 22:58,Germany,Berlin,www.ebay.in,dfbb12a4,Y,N/A
587813,998935,Stephanie Perry,907990,Action Figure,Toys & Games,InternetBanking,439,769.29,2024-09-17 02:36,Germany,Stuttgart,www.snapdeal.com,0bd5c925,Y,N/A
445564,74255,Natalie Cruz,208721,Lipstick,Beauty & Personal Care,Cards,487,273.31,2023-11-28 04:28,USA,Houston,www.amazon.com,cc3428fa,N,Invalid CVV.
875913,734976,Jonathan Young,942269,Board Game,Toys & Games,UPI,174,357.72,2024-08-21 20:06,India,Mumbai,www.tatacliq.com,8cf4690d,N,Invalid CVV.
325713,487605,Tyler Hickman,808857,Ball Pen,pen,UPI,239,888.15,2024-06-14 18:42,India,Chennai,www.tatacliq.com,b837997f,N,Invalid CVV.
191986,191739,Jeffrey Lara,357635,Printer,Office Products,InternetBanking,604,262.96,2024-10-03 06:55,UK,Leeds,www.tatacliq.com,ed01f635,N,Invalid CVV.
682610,263723,Ryan Moran,3688,Furniture,Home & Kitchen,InternetBanking,408,544.01,2024-08-25 07:48,UK,Oxford,www.flipkart.com,95fc38bc,N,Invalid CVV.
268633,154128,Shannon Hernandez PhD,959994,Ball Pen,pen,InternetBanking,249,340.76,2024-01-03 05:43,UK,Leeds,www.tatacliq.com,1f9346a9,Y,N/A
405022,520631,Emily Williamson DDS,540507,Furniture,Home & Kitchen,InternetBanking,234,214.28,2024-03-30 09:15,UK,Oxford,www.amazon.com,676de175,Y,N/A
359843,846363,Joseph Ford,348146,Notebook,Office Products,InternetBanking,389,271.0,2024-06-25 13:32,USA,New York,www.flipkart.com,4de06b90,Y,N/A
41014,360936,Danielle Sharp,57740,Action Figure,Toys & Games,Cards,547,517.02,2024-05-31 18:42,UK,Leeds,www.ebay.in,a27ac8a9,N,Invalid CVV.
417642,167603,Brian Johnson,989843,Car Tire,Automotive,UPI,450,261.27,2024-03-14 15:37,UK,Manchester,www.flipkart.com,d5b3a6c2,N,Invalid CVV.
461100,530193,Jennifer Wood,196478,Shampoo,Health & Personal Care,InternetBanking,355,407.05,2024-04-15 00:52,USA,Los Angeles,www.flipkart.com,94f3f336,N,Invalid CVV.
569882,565342,Michael Washington DVM,49080,Ball Pen,pen,UPI,652,616.02,2024-03-31 21:23,USA,Chicago,www.flipkart.com,771fd811,Y,N/A
125156,343947,Diana Parker,226809,E-book,Books,UPI,351,800.86,2024-07-11 14:50,UK,Oxford,www.ebay.in,8897ef4a,N,Invalid CVV.
739929,254492,Patrick Rodriguez,888276,Car Tire,Automotive,InternetBanking,174,887.62,2024-06-16 23:40,UK,Manchester,www.flipkart.com,00a5ac25,Y,N/A
331941,171590,Terry Rodriguez,309212,Hardcover,Books,Cards,789,166.31,2024-07-25 03:09,Germany,Stuttgart,www.amazon.com,eb00561c,Y,N/A
122066,270486,Jessica Hicks,430669,E-book,Books,Cards,51,646.99,2024-01-26 04:28,Germany,Berlin,www.amazon.com,edc2de07,Y,N/A
911265,492385,Sherri Curtis,150373,Notebook,Office Products,Cards,274,988.5,2023-12-31 13:21,UK,London,www.ebay.in,208713e2,Y,N/A
195258,450235,Brian Johnson,462527,Gel Pen,pen,InternetBanking,165,339.47,2024-08-05 05:12,India,Mumbai,www.ebay.in,a2b03411,Y,N/A
148119,957150,Paige Hughes,669546,Gel Pen,pen,Wallet,527,602.01,2024-03-26 19:13,USA,Chicago,www.snapdeal.com,a4052ed3,N,Invalid CVV.
748174,221817,Mr. Ian Moreno,659537,Yoga Mat,Sports & Outdoors,Wallet,52,100.72,2023-11-28 02:27,USA,Boston,www.flipkart.com,4da55b97,N,Invalid CVV.
990436,123273,Melissa Hernandez,151671,Puzzle,Toys & Games,UPI,564,369.16,2024-02-07 18:55,Germany,Frankfurt,www.ebay.in,558c8628,N,Invalid CVV.
457285,738374,Charles Fox,387799,Hair Dryer,Beauty & Personal Care,InternetBanking,488,341.04,2024-09-19 05:14,UK,Manchester,www.flipkart.com,ab325225,Y,N/A
924156,926189,Gregory Garcia,719412,Hair Dryer,Beauty & Personal Care,Wallet,506,966.81,2024-04-13 19:15,USA,Houston,www.amazon.com,b7bad618,Y,N/A
390773,987628,Joshua Graham,271016,Printer,Office Products,UPI,390,509.35,2024-08-02 20:17,Germany,Hamburg,www.snapdeal.com,a611ffb9,N,Invalid CVV.
342948,955961,Tyler Riley,931780,Yoga Mat,Sports & Outdoors,UPI,92,719.5,2024-05-03 19:21,India,Delhi,www.amazon.com,b2a3db86,Y,N/A
935046,342001,Danielle Garcia,221743,E-book,Books,Cards,1000,5000.0,2024-06-25 04:03,USA,Los Angeles,www.tatacliq.com,a0ba3808,N,Invalid CVV.
179854,940475,Jill Wright,250056,Yoga Mat,Sports & Outdoors,UPI,612,26.81,2024-04-02 21:44,USA,Boston,www.amazon.com,5d9fa99a,N,Invalid CVV.
454460,283179,Rachel Ramirez,632628,Tennis Racket,Sports & Outdoors,UPI,568,708.42,2023-11-28 02:44,UK,Oxford,www.amazon.com,508978b0,Y,N/A
691234,57948,Juan Burns,132816,Gel Pen,pen,InternetBanking,782,890.16,2024-01-28 16:35,India,Chennai,www.flipkart.com,236340f7,Y,N/A
465188,70672,Nicole Newman,850631,Paperback,Books,Cards,340,368.88,2024-06-07 02:50,UK,Oxford,www.ebay.in,6b812f59,N,Invalid CVV.
786153,496395,Wyatt Hodges,854718,Decor,Home & Kitchen,Wallet,590,986.56,2024-01-22 22:55,Germany,Stuttgart,www.snapdeal.com,140f6273,N,Invalid CVV.
326627,810962,Joseph Woods,411395,Pen,Office Products,InternetBanking,49,495.39,2024-09-01 08:37,UK,Leeds,www.snapdeal.com,d599d6f1,N,Invalid CVV.
157467,215285,Robert Jordan,803055,Dress,Clothing,Cards,304,525.72,2024-06-28 07:14,India,Mumbai,www.ebay.in,7b0154f9,N,Invalid CVV.
568140,245985,Lisa Brandt DDS,135580,Furniture,Home & Kitchen,InternetBanking,111,620.23,2024-03-15 08:19,UK,London,www.amazon.com,92dcfa40,Y,N/A
93471,628933,Samuel White,241318,Printer,Office Products,Cards,240,722.92,2024-05-19 10:38,USA,Boston,www.tatacliq.com,75a2cfbc,N,Invalid CVV.
277682,418351,Lisa Patterson,872216,Football,Sports & Outdoors,Wallet,815,361.54,2024-03-11 17:22,India,Kolkata,www.flipkart.com,90b974c3,Y,N/A
375031,784639,Paula Sullivan,864097,Dress,Clothing,UPI,706,894.63,2024-08-01 03:53,USA,New York,www.snapdeal.com,90b02ab5,Y,N/A
789144,227755,Patrick Ward,436775,Ball Pen,pen,Wallet,440,77.7,2024-03-06 01:57,Germany,Berlin,www.amazon.com,af0f9be6,Y,N/A
945994,855975,James Delgado,229618,Brake Pads,Automotive,InternetBanking,826,585.95,2023-10-19 03:00,India,Kolkata,www.snapdeal.com,a27a7747,N,Invalid CVV.
616851,978460,Ashley Cunningham,535597,Headlights,Automotive,Wallet,792,523.33,2023-10-06 03:37,UK,Oxford,www.tatacliq.com,e029c1ca,N,Invalid CVV.
953915,830156,Jacob Cruz,424022,Action Figure,Toys & Games,InternetBanking,579,783.51,2024-06-19 18:23,Germany,Hamburg,www.ebay.in,a064164a,N,Invalid CVV.
50487,262189,James Riley,850544,Paperback,Books,UPI,332,87.56,2023-12-19 05:50,UK,London,www.flipkart.com,c81fbd12,Y,N/A
189999,141995,Kenneth Williams,586389,Graphite Pencil,pencil,UPI,570,463.38,2024-01-04 10:16,Germany,Hamburg,www.amazon.com,0473229f,Y,N/A
377001,880345,Russell Rios,985545,Action Figure,Toys & Games,Cards,952,44.74,2023-11-25 08:27,UK,Birmingham,www.tatacliq.com,5c7bf522,N,Invalid CVV.
592651,940294,Cynthia Gutierrez,933692,Hardcover,Books,Cards,707,436.07,2024-09-16 00:30,India,Kolkata,www.snapdeal.com,83265b10,Y,N/A
80557,167079,Jane Walls,741013,Face Wash,Health & Personal Care,UPI,838,81.34,2024-04-29 09:25,Germany,Stuttgart,www.amazon.com,8686bd90,N,Invalid CVV.
322881,498187,Brendan Jones,295984,Puzzle,Toys & Games,Cards,921,153.66,2024-06-05 17:03,India,Kolkata,www.amazon.com,fa93e650,Y,N/A
385382,792645,Ashley Hill,994287,Mechanical Pencil,pencil,Wallet,516,745.75,2024-04-23 08:50,UK,Manchester,www.snapdeal.com,51cc9be7,N,Invalid CVV.
577630,169551,Melanie Smith,167614,Tablet,Electronics,Wallet,656,352.71,2024-02-26 10:11,UK,Oxford,www.flipkart.com,10dcd7aa,Y,N/A
571223,69065,Kelsey Forbes DDS,273389,E-book,Books,Cards,308,652.95,2024-07-16 11:34,India,Kolkata,www.tatacliq.com,1a36f8f3,Y,N/A
294919,183618,Jordan Shaw,602673,Car Tire,Automotive,Wallet,746,945.46,2024-05-07 04:58,USA,Chicago,www.snapdeal.com,80ea7a75,Y,N/A
643101,796034,Kaitlin Brown,390868,Notebook,Office Products,Wallet,443,344.69,2024-02-10 03:09,India,Mumbai,www.amazon.com,2810b808,N,Invalid CVV.
673244,863394,Gerald Smith,877029,Paperback,Books,UPI,553,406.9,2024-03-10 20:52,UK,Manchester,www.tatacliq.com,3fecb963,N,Invalid CVV.
344410,35008,Tamara Rice,362942,Graphite Pencil,pencil,InternetBanking,985,624.52,2024-05-11 05:16,Germany,Berlin,www.amazon.com,e3aa2e01,Y,N/A
28563,265591,Catherine Lambert,556992,Shirt,Clothing,UPI,654,738.03,2024-04-10 17:33,USA,Chicago,www.amazon.com,ec282609,Y,N/A
307605,84134,Susan Valenzuela,291599,Furniture,Home & Kitchen,Wallet,508,950.22,2024-05-23 04:57,UK,London,www.flipkart.com,51c3e5a4,N,Invalid CVV.
770064,423064,Diana Miller,294505,Foundation,Beauty & Personal Care,Wallet,698,692.16,2023-12-19 23:51,UK,London,www.amazon.com,27e9f956,Y,N/A
456201,311773,Nicholas Wagner,245775,Furniture,Home & Kitchen,Cards,304,665.47,2024-02-19 19:18,USA,Houston,www.tatacliq.com,8b016f27,Y,N/A
13390,731967,Michael Mcgee,208892,Headlights,Automotive,Wallet,271,820.64,2024-05-15 21:21,Germany,Hamburg,www.amazon.com,b2c13cad,Y,N/A
599984,954884,Diana Hughes,322867,Mechanical Pencil,pencil,Cards,1000,5000.0,2024-08-16 19:48,USA,Boston,www.tatacliq.com,e1ec253c,N,Invalid CVV.
972364,315553,Janice Jackson,96319,Laptop,Electronics,Wallet,995,667.69,2024-02-20 03:53,India,Mumbai,www.amazon.com,70c805a2,Y,N/A
480054,286510,Kristen Mckee,449442,Pants,Clothing,UPI,53,188.89,2024-05-01 08:46,USA,Chicago,www.ebay.in,46d805e1,N,Invalid CVV.
664111,418616,Dr. Daniel Austin,480851,Foundation,Beauty & Personal Care,InternetBanking,39,642.05,2023-11-14 03:46,India,Kolkata,www.ebay.in,9c55d3ad,Y,N/A
588018,952162,Nicholas Bishop,623546,Paperback,Books,Cards,242,948.21,2024-07-28 15:49,India,Kolkata,www.snapdeal.com,7be7519d,Y,N/A
